active,quiet,arrested,tension
38,762,464,0.16898567508007728
58,733,473,0.1625544617240113
40,741,483,0.16432858954637433
1,781,482,0.17319922865818943
1,802,461,0.17785631419189235
2,824,438,0.18273516570339066
4,842,418,0.18672695330370742
0,871,393,0.19315816665977337
3,886,375,0.196484656326704
2,918,344,0.20358116761615608
21,903,340,0.2002546779492254
57,859,348,0.1904969749262288
60,839,365,0.1860616553703213
76,806,382,0.17874337810307384
67,796,401,0.1765257183251201
58,801,405,0.17763454821409697
61,792,411,0.17563865441393858
62,792,410,0.17563865441393858
43,807,414,0.17896514408086922
34,816,414,0.1809610378810276
10,844,410,0.18717048525929816
1,871,392,0.19315816665977337
20,860,384,0.1907187409040242
23,863,378,0.19138403883741031
18,859,387,0.1904969749262288
24,845,395,0.18739225123709355
38,830,396,0.18406576157016288
47,811,406,0.17985220799205073
44,805,415,0.17852161212527848
34,819,411,0.18162633581441376
30,823,411,0.18251339972559527
30,819,415,0.18162633581441376
31,818,415,0.18140456983661835
44,801,419,0.17763454821409697
39,797,428,0.17674748430291545
25,807,432,0.17896514408086922
21,811,432,0.17985220799205073
17,826,421,0.1831786976589814
11,836,417,0.18539635743693514
4,857,403,0.19005344297063806
1,882,381,0.19559759241552252
0,896,368,0.19870231610465777
3,918,343,0.20358116761615608
4,935,325,0.20735118923867746
7,943,314,0.20912531706104048
0,957,307,0.2122300407501758
2,967,295,0.21444770052812953
5,973,286,0.2157782963949018
6,990,268,0.2195483180174232
14,987,263,0.2188830200840371
2,996,266,0.22087891388419545
0,1018,246,0.22575776539569375
1,1033,230,0.22908425506262442
0,1041,223,0.23085838288498742
2,1049,213,0.23263251070735044
2,1057,205,0.23440663852971347
3,1066,195,0.23640253232987188
6,1072,186,0.2377331281966441
16,1050,198,0.23285427668514583
17,1042,205,0.2310801488627828
42,998,224,0.22132244583978622
69,949,246,0.21045591292781274
86,899,279,0.19936761403804393
113,830,321,0.18406576157016288
126,781,357,0.17319922865818943
122,747,395,0.16565918541314661
81,753,430,0.16698978127991887
42,766,456,0.16987273899125876
25,777,462,0.17231216474700792
15,790,459,0.17519512245834784
7,800,457,0.1774127822363016
8,810,446,0.17963044201425535
6,826,432,0.1831786976589814
5,840,419,0.18628342134811665
0,860,404,0.1907187409040242
1,875,388,0.19404523057095488
8,884,372,0.19604112437111323
45,857,362,0.19005344297063806
59,827,378,0.18340046363677676
50,820,394,0.18184810179220914
34,822,408,0.18229163374779989
18,830,416,0.18406576157016288
1,853,410,0.18916637905945657
0,872,392,0.19337993263756872
7,887,370,0.19670642230449936
8,896,360,0.19870231610465777
4,920,340,0.20402469957174682
4,931,329,0.20646412532749597
21,929,314,0.20602059337190523
58,894,312,0.19825878414906703
105,834,325,0.1849528254813444
