active,quiet,arrested,tension
0,892,218,0.14960954374725036
0,908,202,0.15229312300729073
0,919,191,0.1541380837485685
1,923,186,0.1548089785635786
3,937,170,0.1571571104161139
0,946,164,0.1586666237498866
0,954,156,0.1600084133799068
2,960,148,0.16101475560242196
0,969,141,0.16252426893619462
0,971,139,0.16285971634369964
4,970,136,0.16269199263994716
45,926,139,0.15531214967483614
132,805,173,0.1350175815207809
171,734,205,0.12310919855435178
187,677,246,0.11354894744045796
163,656,291,0.11002674966165497
134,656,320,0.11002674966165497
104,657,349,0.1101944733654075
75,663,372,0.11120081558792265
43,677,390,0.11354894744045796
12,703,395,0.11790976373802356
8,718,384,0.1204256192943114
6,732,372,0.12277375114684673
1,745,364,0.1249541592956295
0,762,348,0.12780546225942238
1,784,325,0.1314953837419779
2,800,308,0.1341789630020183
25,782,303,0.13115993633447284
28,770,312,0.1291472518894426
21,766,323,0.12847635707443247
22,769,319,0.12897952818569008
5,790,315,0.13250172596449306
6,798,306,0.13384351559451324
3,808,299,0.13552075263203847
6,816,288,0.13686254226205866
11,833,266,0.1397138452258515
4,849,257,0.14239742448589188
2,862,246,0.14457783263467466
0,880,230,0.1475968593022201
1,900,209,0.15095133337727057
6,906,198,0.15195767559978568
12,907,191,0.15212539930353822
3,923,184,0.1548089785635786
2,946,162,0.1586666237498866
3,956,151,0.16034386078741183
5,960,145,0.16101475560242196
14,950,146,0.15933751856489672
39,910,161,0.15262857041479577
44,874,192,0.14659051707970494
91,803,216,0.13468213411327584
128,726,256,0.12176740892433158
120,691,299,0.11589707929299327
109,658,343,0.11036219706916003
53,675,382,0.11321350003295291
29,678,403,0.11371667114421048
8,701,401,0.1175743163305185
0,722,388,0.1210965141093215
0,738,372,0.12378009336936185
5,746,359,0.12512188299938204
10,748,352,0.12545733040688709
2,762,346,0.12780546225942238
3,777,330,0.13032131781571024
2,786,322,0.13183083114948294
1,799,310,0.13401123929826575
1,817,292,0.13703026596581117
2,829,279,0.13904295041084144
0,847,263,0.14206197707838683
6,857,247,0.14373921411591206
25,832,253,0.139546121522099
5,839,266,0.14072018744836667
0,860,250,0.14424238522716964
0,876,234,0.14692596448721001
11,870,229,0.14591962226469488
12,880,218,0.1475968593022201
17,882,211,0.14793230670972513
24,875,211,0.14675824078345748
47,842,221,0.14122335855962423
43,827,240,0.1387075030033364
37,823,250,0.13803660818832628
20,834,256,0.13988156892960404
10,842,258,0.14122335855962423
2,857,251,0.14373921411591206
1,870,239,0.14591962226469488
3,878,229,0.14726141189471506
0,888,222,0.1489386489322403
6,886,218,0.14860320152473522
11,884,215,0.14826775411723017
27,869,214,0.14575189856094237
39,849,222,0.14239742448589188
46,825,239,0.13837205559583132
49,815,246,0.13669481855830612
51,799,260,0.13401123929826575
39,798,273,0.13384351559451324
28,800,282,0.1341789630020183
34,793,283,0.1330048970757506
49,755,306,0.12663139633315476
42,745,323,0.1249541592956295
19,763,328,0.12797318596317492
17,765,328,0.12830863337067996
7,785,318,0.13166310744573043
5,804,301,0.13484985781702835
13,805,292,0.1350175815207809
23,797,290,0.1336757918907607
23,787,300,0.13199855485323547
14,801,295,0.1343466867057708
4,824,282,0.1382043318920788
6,831,273,0.1393783978183465
4,844,262,0.14155880596712928
3,864,243,0.14491328004217974
10,860,240,0.14424238522716964
26,835,249,0.14004929263335655
67,763,280,0.12797318596317492
74,735,301,0.12327692225810429
57,733,320,0.12294147485059925
44,726,340,0.12176740892433158
27,731,352,0.1226060274430942
15,742,353,0.12445098818437193
8,747,355,0.12528960670313458
11,757,342,0.1269668437406598
1,774,335,0.12981814670445266
3,796,311,0.13350806818700817
0,815,295,0.13669481855830612
0,824,286,0.1382043318920788
0,845,265,0.14172652967088178
0,857,253,0.14373921411591206
0,876,234,0.14692596448721001
0,891,219,0.14944182004349787
1,903,206,0.15145450448852812
0,917,193,0.15380263634106345
0,933,177,0.1564862156011038
16,927,167,0.15547987337858868
20,911,179,0.15279629411854834
23,889,198,0.14910637263599283
23,883,204,0.14810003041347766
25,861,224,0.14441010893092218
27,839,244,0.14072018744836667
15,836,259,0.1402170163371091
17,829,264,0.13904295041084144
40,797,273,0.1336757918907607
19,804,287,0.13484985781702835
9,807,294,0.13535302892828593
3,827,280,0.1387075030033364
5,842,263,0.14122335855962423
3,845,262,0.14172652967088178
1,856,253,0.14357149041215955
4,866,240,0.14524872744968478
4,871,235,0.1460873459684474
5,874,231,0.14659051707970494
6,873,231,0.14642279337595243
6,876,228,0.14692596448721001
1,884,225,0.14826775411723017
0,895,215,0.15011271485850794
2,900,208,0.15095133337727057
6,906,198,0.15195767559978568
30,882,198,0.14793230670972513
77,815,218,0.13669481855830612
75,785,250,0.13166310744573043
38,792,280,0.13283717337199807
89,727,294,0.1219351326280841
88,695,327,0.11656797410800337
67,683,360,0.11455528966297311
51,677,382,0.11354894744045796
15,703,392,0.11790976373802356
4,729,377,0.12227058003558915
0,759,351,0.12730229114816485
4,775,331,0.1299858704082052
1,788,321,0.13216627855698798
24,771,315,0.12931497559319513
31,742,337,0.12445098818437193
27,734,349,0.12310919855435178
22,736,352,0.12344464596185681
18,737,355,0.12361236966560933
7,747,356,0.12528960670313458
1,767,342,0.12864408077818504
1,778,331,0.13048904151946275
2,791,317,0.1326694496682456
3,806,301,0.1351853052245334
6,812,292,0.13619164744704854
12,824,274,0.1382043318920788
18,816,276,0.13686254226205866
9,818,283,0.1371979896695637
10,821,279,0.13770116078082126
4,827,279,0.1387075030033364
6,839,265,0.14072018744836667
20,830,260,0.13921067411459398
21,828,261,0.13887522670708893
41,803,266,0.13468213411327584
41,787,282,0.13199855485323547
28,789,293,0.13233400226074052
27,791,292,0.1326694496682456
39,777,294,0.13032131781571024
27,773,310,0.12965042300070015
15,788,307,0.13216627855698798
2,804,304,0.13484985781702835
0,819,291,0.1373657133733162
0,830,280,0.13921067411459398
12,831,267,0.1393783978183465
5,845,260,0.14172652967088178
2,850,258,0.14256514818964441
1,868,241,0.14558417485718983
1,888,221,0.1489386489322403
3,896,211,0.15028043856226045
1,908,201,0.15229312300729073
9,911,190,0.15279629411854834
25,891,194,0.14944182004349787
40,860,210,0.14424238522716964
38,842,230,0.14122335855962423
52,818,240,0.1371979896695637
48,801,261,0.1343466867057708
33,796,281,0.13350806818700817
10,811,289,0.13602392374329603
7,816,287,0.13686254226205866
4,821,285,0.13770116078082126
0,834,276,0.13988156892960404
0,851,259,0.14273287189339695
0,870,240,0.14591962226469488
3,881,226,0.14776458300597264
13,883,214,0.14810003041347766
39,855,216,0.14340376670840702
69,796,245,0.13350806818700817
70,758,282,0.12713456744441232
63,736,311,0.12344464596185681
40,741,329,0.12428326448061941
18,751,341,0.12596050151814467
8,757,345,0.1269668437406598
4,769,337,0.12897952818569008
0,784,326,0.1314953837419779
8,788,314,0.13216627855698798
9,798,303,0.13384351559451324
6,796,308,0.13350806818700817
3,802,305,0.1345144104095233
9,809,292,0.13568847633579098
8,820,282,0.13753343707706875
1,835,274,0.14004929263335655
7,838,265,0.14055246374461414
10,841,259,0.14105563485587172
18,834,258,0.13988156892960404
16,837,257,0.1403847400408616
19,839,252,0.14072018744836667
27,813,270,0.13635937115080105
